baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Solyc07g161130.1	0	NA	NA	NA	NA	NA
Solyc07g161120.1	0	NA	NA	NA	NA	NA
Solyc07g032530.1	0	NA	NA	NA	NA	NA
Solyc07g032570.1	0	NA	NA	NA	NA	NA
Solyc07g032590.1	0	NA	NA	NA	NA	NA
Solyc07g032595.1	0.37397703862789	0	4.85677794710338	0	1	NA
Solyc07g032600.1	0	NA	NA	NA	NA	NA
Solyc07g032610.1	0	NA	NA	NA	NA	NA
Solyc07g150125.1	0	NA	NA	NA	NA	NA
Solyc07g032620.3	0.0554595672976822	0	4.85677794710338	0	1	NA
Solyc07g032627.1	0	NA	NA	NA	NA	NA
Solyc07g032670.3	0.529396223906947	0	4.85677794710338	0	1	NA
Solyc07g032680.1	5.09245654895763	-0.0738647899185277	1.84765499623658	-0.0399775878445814	0.968110994315	0.99911743370685
Solyc07g161140.1	2.6733082515241	0.948050146122035	1.4064523268097	0.674072009445586	0.500265533847102	0.977211747696116
Solyc07g032710.4	347.166593635131	-0.185643663214482	0.261744321722995	-0.709255742368883	0.478165787566391	0.976653193216645
Solyc07g032730.4	0.276501492475137	1.56624489860686	4.82967538405717	0.324296101509649	0.745713870887386	NA
Solyc07g032740.4	1899.28992659644	0.601797610179207	0.257325783355019	2.33866036404498	0.0193530180235038	0.374111937217655
Solyc07g032770.1	0	NA	NA	NA	NA	NA
Solyc07g032780.1	0	NA	NA	NA	NA	NA
Solyc07g032781.2	0.173050586371692	-2.404165233465	4.79818103425559	-0.50105763336168	0.616330562393981	NA
Solyc07g161150.1	0	NA	NA	NA	NA	NA
Solyc07g161160.1	0	NA	NA	NA	NA	NA
Solyc07g032794.2	0.648453449318859	0	4.85677794710338	0	1	NA
Solyc07g161170.1	0.33300337204739	-2.40416462084365	4.79817978845151	-0.501057635778906	0.616330560692839	NA
Solyc07g032782.2	0.823671974868971	-0.181746945291991	3.43846387552494	-0.0528570175146145	0.957845831546066	NA
Solyc00g304030.3	0.912228759751034	2.26241828541679	4.32297824800635	0.523347136076884	0.600732704764983	NA
Solyc07g161190.1	0	NA	NA	NA	NA	NA
Solyc07g161180.1	0	NA	NA	NA	NA	NA
Solyc07g161200.1	0	NA	NA	NA	NA	NA
Solyc07g032784.1	0.0980002152633473	0	4.85677794710338	0	1	NA
Solyc07g150127.2	0.108778229035347	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc07g032786.1	104.521622057409	-0.0195646515959889	0.400306527926097	-0.0488741757406487	0.961019569034147	0.999076998952386
Solyc07g160060.1	0	NA	NA	NA	NA	NA
Solyc07g161210.1	0	NA	NA	NA	NA	NA
Solyc07g150128.1	0	NA	NA	NA	NA	NA
Solyc07g032788.2	0	NA	NA	NA	NA	NA
Solyc07g161220.1	0	NA	NA	NA	NA	NA
Solyc07g160070.1	0	NA	NA	NA	NA	NA
Solyc07g032789.1	0.143573303610253	0	4.85677794710338	0	1	NA
Solyc07g150129.1	0.159952785675697	0	4.85677794710338	0	1	NA
Solyc07g037910.3	0	NA	NA	NA	NA	NA
Solyc07g037920.3	0	NA	NA	NA	NA	NA
Solyc07g037930.1	0.458943792019197	2.64904847772661	4.74697481563715	0.558049827650297	0.576810359603911	NA
Solyc07g037950.1	114.218382540604	-0.221904880858235	0.257745906845365	-0.860944344661764	0.389268696664704	0.965891800653175
Solyc07g037960.1	440.297430594767	0.130535738710677	0.181635208638825	0.718669798046936	0.472344396338806	0.976653193216645
Solyc07g161230.1	0	NA	NA	NA	NA	NA
Solyc07g161240.1	0	NA	NA	NA	NA	NA
Solyc07g161250.1	0	NA	NA	NA	NA	NA
Solyc07g038100.3	187.214707865774	0.0692480876712108	0.19234142958382	0.360026894991093	0.718827021016585	0.999076998952386
Solyc07g038110.4	123.254574920263	-0.106767372304444	0.425547199409817	-0.250894313139688	0.801895821279358	0.999076998952386
Solyc07g038120.1	2.81412472668865	-1.66207862130481	1.33737275422195	-1.24279384042915	0.213943812904754	0.894928625414525
Solyc07g038130.4	16.7129232688702	-1.22404679686647	0.848332561656663	-1.44288555242545	0.1490527136696	0.829273654479197
Solyc07g161270.1	0	NA	NA	NA	NA	NA
Solyc07g161260.1	0	NA	NA	NA	NA	NA
Solyc07g161280.1	0	NA	NA	NA	NA	NA
Solyc07g161290.1	0	NA	NA	NA	NA	NA
Solyc07g038160.4	0.133295054575514	0.78003947410467	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc07g038170.1	0	NA	NA	NA	NA	NA
Solyc07g038190.3	21.647648557156	0.0700417115725944	0.437015923289569	0.160272676211352	0.872666281840124	0.999076998952386
Solyc07g039190.4	70.6707620078581	-0.682099382466584	0.349261791538062	-1.9529745279688	0.0508226135406466	0.586834559869485
Solyc07g039200.4	1690.03624521222	0.0784826853281187	0.167148187241494	0.469539554232363	0.638684018929901	0.995055753416811
Solyc07g039210.4	599.44321372011	-0.0722262487218546	0.136318344346614	-0.529835137508759	0.596226240791546	0.99049678459345
Solyc07g161300.1	0	NA	NA	NA	NA	NA
Solyc07g039220.1	0	NA	NA	NA	NA	NA
Solyc07g161310.1	0	NA	NA	NA	NA	NA
Solyc07g161320.1	0	NA	NA	NA	NA	NA
Solyc07g039250.1	0	NA	NA	NA	NA	NA
Solyc07g161350.1	0.0980002152633473	0	4.85677794710338	0	1	NA
Solyc07g161340.1	0	NA	NA	NA	NA	NA
Solyc07g039310.1	219.912372999224	0.500635922703156	0.320653335110652	1.561299596433	0.118453078783757	0.781728409239239
Solyc07g039320.2	230.534672141583	0.255795589970529	0.389596662602345	0.656565146790324	0.511460565532198	0.979795784595232
Solyc07g039340.4	819.416484580918	-0.118584032962011	0.24308681882929	-0.487825845651005	0.625673202822603	0.993196000957492
Solyc07g039343.2	63.085733267018	-0.215432447308789	0.295048192538751	-0.730160200118815	0.465292267233052	0.976609225535318
Solyc07g039347.1	14.0951161498999	0.948384773539208	0.514366515448756	1.84379181975288	0.0652134853344286	0.645508275898616
Solyc07g039380.3	134.430663637107	-0.0185048824411885	0.354464387842244	-0.0522051948683324	0.958365193673803	0.999076998952386
Solyc07g039390.1	0.503398708664825	-1.51012444647598	3.13841661061549	-0.48117399116742	0.630392844290552	NA
Solyc07g039400.3	0	NA	NA	NA	NA	NA
Solyc07g039410.3	91.9628936191835	-0.702043525577886	1.60604630380655	-0.437125333132643	0.662020456036325	0.997075158114377
Solyc07g039420.1	35.4712135107955	-0.471947948904892	1.75059840720108	-0.269592355941566	0.787473881751246	0.999076998952386
Solyc07g161370.1	0.10663732347533	1.56624489861831	4.82967538408769	0.324296101509972	0.745713870887142	NA
Solyc07g160420.1	10.41771243331	-0.820006189372736	1.00061442897834	-0.81950266318865	0.412499683126739	0.970522772473504
Solyc07g039440.1	21.2781092021606	-0.26765204542868	0.941127089937423	-0.28439521961532	0.776107522021677	0.999076998952386
Solyc07g039450.3	588.875572188049	-0.16209953634188	0.124895308397325	-1.29788331060602	0.194327435841021	0.876284961541206
Solyc07g039470.1	0	NA	NA	NA	NA	NA
Solyc07g039480.1	0	NA	NA	NA	NA	NA
Solyc07g039500.4	222.31082132907	-0.281744586087428	0.178104877721287	-1.58190269515428	0.113671785591474	0.77268898399811
Solyc07g039510.4	577.05618845944	-0.155558169585732	0.188220954826927	-0.826465734002734	0.408539948197991	0.96961488340693
Solyc07g161380.1	0	NA	NA	NA	NA	NA
Solyc07g161390.1	0	NA	NA	NA	NA	NA
Solyc07g039520.1	0.600517221130879	-1.11362422961474	3.47461484938405	-0.320502927054536	0.748587111834093	NA
Solyc07g039530.1	0.652687315685265	1.30061464226288	4.78489797780856	0.271816588001433	0.785763049899627	NA
Solyc07g039540.1	1.59473756176151	-1.32169328432268	1.67463683713763	-0.789241735886915	0.429970732919632	NA
Solyc07g039550.4	482.022835494049	-0.135696283535704	0.234397478806306	-0.5789152862341	0.562646335256986	0.988994587052236
Solyc07g039570.3	20.0097297241204	-0.687603245770951	0.89915212391609	-0.764724041106885	0.44443588727957	0.976154126245456
Solyc07g039580.1	0.429436605925573	0	4.85677794710338	0	1	NA
Solyc07g039610.1	0	NA	NA	NA	NA	NA
Solyc07g039650.1	0	NA	NA	NA	NA	NA
Solyc07g161400.1	0	NA	NA	NA	NA	NA
Solyc07g160430.1	0	NA	NA	NA	NA	NA
Solyc07g040660.4	21.7103290316482	0.0172601393528095	0.551942336253919	0.0312716351312269	0.975052911226721	0.99911743370685
Solyc07g040661.1	51.8040346471837	0.089515604462942	0.438415948169025	0.204179626304175	0.838213131839486	0.999076998952386
Solyc07g040663.2	0	NA	NA	NA	NA	NA
Solyc07g150130.1	2.23306307734944	1.34415453565667	1.94795895161938	0.69003226918064	0.49017389467066	NA
Solyc07g040680.3	16.6573377043385	-1.18318088607601	0.697612264097549	-1.69604370073196	0.0898776043218732	0.720322028705352
Solyc07g040690.3	971.036763603796	0.182557907843183	0.18641462503482	0.979311080389122	0.327426297246258	0.950973193892909
Solyc07g040710.3	407.293630985179	0.632215078692723	0.788288798781716	0.802009466162399	0.422547482511499	0.972999876716225
Solyc07g040720.3	1410.15346361906	0.147271600648173	0.17072664787555	0.862616366459239	0.38834842882564	0.965891800653175
Solyc07g040730.1	690.833633221702	0.311745193840803	0.233700412105121	1.33395226406608	0.18221950146119	0.865302307031758
Solyc07g040740.3	185.119762825783	0.146762954435247	0.241338208349627	0.608121504832884	0.543106890408796	0.987259983708548
Solyc01g067945.2	0	NA	NA	NA	NA	NA
Solyc07g040750.2	20.7812966505669	-0.948751559858533	0.497715423488248	-1.90621289814406	0.0566225894803516	0.614711594285576
Solyc07g161410.1	0	NA	NA	NA	NA	NA
Solyc07g040770.1	0.802731023280957	3.75727813200203	3.52734915973997	1.0651846363514	0.286792384700194	NA
Solyc07g040780.5	307.416805080352	0.0413030025423796	0.165592985864202	0.2494248311716	0.803032179485908	0.999076998952386
Solyc07g150131.1	0	NA	NA	NA	NA	NA
Solyc07g040810.1	0.479858357027092	0	4.85677794710338	0	1	NA
Solyc07g161990.1	0	NA	NA	NA	NA	NA
Solyc07g040850.1	0	NA	NA	NA	NA	NA
Solyc07g040855.1	0.522656058192162	-1.92405520598693	4.82862867333548	-0.398468247643868	0.690285059342556	NA
Solyc07g161430.1	2.46005663219758	-1.40071478785307	2.37939723174059	-0.588684717779727	0.556072791409277	NA
Solyc07g040880.4	19.3950461755375	-0.744044962631893	0.68206403007151	-1.0908726011455	0.275328944711966	0.93182175983816
Solyc07g040890.1	1857.47807552588	0.787616806805291	0.335569339598437	2.34710598932489	0.0189198719310239	0.371795959496493
Solyc07g040898.2	0.11889804079253	0	4.85677794710338	0	1	NA
Solyc07g040900.3	0.442978113972044	0.780039480258461	4.85515338955174	0.160662170208072	0.872359486096283	NA
Solyc07g040910.3	750.675542854563	0.24954542315998	0.285168557435924	0.875080427532938	0.381530145820181	0.965312101298947
Solyc07g040920.2	338.747510128671	0.00115085219175076	0.361979853958966	0.00317932663700456	0.997463268636182	0.999816728329297
Solyc07g040930.1	209.279429112281	0.489208933208968	0.490394214490772	0.99758300312936	0.318481606391889	0.948629143022603
Solyc07g040940.3	986.02526234321	0.00656634869995348	0.103852594954097	0.0632275842780413	0.949585279641726	0.999076998952386
Solyc07g040950.3	193.064727059731	0.320583194176508	0.208541646651775	1.53726221751678	0.124229109770622	0.794933212422836
Solyc07g040965.1	0	NA	NA	NA	NA	NA
Solyc07g040980.3	1058.86377422682	-0.300004360339541	0.274509077778086	-1.09287591786697	0.274448283126286	0.93182175983816
Solyc07g040990.4	1579.28518082377	-0.195184805672116	0.163786076962407	-1.19170572549287	0.233376652274901	0.909059712791001
Solyc07g041000.4	209.763114434891	-0.385710235848893	0.437462332194098	-0.881699308633862	0.377939434982315	0.965312101298947
Solyc07g041010.3	2558.58944464781	0.170000197096049	0.250557688118939	0.67848725126866	0.497462804405386	0.977211747696116
Solyc07g041020.3	534.269536815181	-0.00233254954692155	0.158281393541791	-0.014736726122554	0.988242219326595	0.999816728329297
Solyc07g041027.2	0.379169845409464	0.780039474104672	4.85677794710338	0.160608428592024	0.872401816029289	NA
Solyc07g041030.1	0	NA	NA	NA	NA	NA
Solyc07g160210.1	0	NA	NA	NA	NA	NA
Solyc07g161440.1	0	NA	NA	NA	NA	NA
Solyc07g160090.1	0	NA	NA	NA	NA	NA
Solyc07g161450.1	0.0558926517854445	-1.14353122633841	4.85677794710338	-0.235450588598646	0.813859025439533	NA
Solyc07g041070.3	357.914686618354	0.176213036799606	0.342906574764179	0.513880601212706	0.607335470941665	0.990728778832474
Solyc07g041080.3	630.291109815627	0.0129470358151759	0.17783386687513	0.0728041066793367	0.941962002974207	0.999076998952386
Solyc07g041090.1	0	NA	NA	NA	NA	NA
Solyc07g041100.1	0	NA	NA	NA	NA	NA
Solyc07g160440.1	0.059729935300767	0	4.85677794710338	0	1	NA
Solyc07g041150.4	3125.43610057566	-0.215373471090867	0.32175179794031	-0.66937767704665	0.503254587757617	0.977496620993138
Solyc07g041160.3	2357.90556506516	-0.00831400153128163	0.15816822776549	-0.0525642959318512	0.958079065341629	0.999076998952386
Solyc07g041170.2	2.53140469582931	2.74855774788224	1.74516421711902	1.57495651178298	0.115266482979245	0.775383316632232
Solyc07g041180.4	121.366968529594	-0.287177425332534	0.190640681831453	-1.50638060341407	0.131969497072944	0.804542485915826
Solyc07g041190.3	241.149446984347	0.000769296450592284	0.222279476557596	0.00346094233487611	0.997238573057959	0.999816728329297
Solyc07g041200.3	682.945812252037	0.0735794800996665	0.1621510815812	0.453771133575944	0.64999356228886	0.996811471466374
Solyc07g041210.3	450.453926586675	0.278372579722667	0.244184201282588	1.1400106078137	0.25428188177186	0.921773591330056
Solyc07g161460.1	0	NA	NA	NA	NA	NA
Solyc07g041213.2	0.127197716544715	0	4.85677794710338	0	1	NA
Solyc07g041230.3	312.150321690578	-0.204584440491669	0.228529929123464	-0.895219463272758	0.370669782337844	0.965312101298947
Solyc07g041235.1	101.297360115244	0.212420664478588	0.315234436256137	0.67384980842001	0.500406804769975	0.977211747696116
Solyc07g041250.1	0	NA	NA	NA	NA	NA
Solyc07g041260.3	0	NA	NA	NA	NA	NA
Solyc07g041270.1	0	NA	NA	NA	NA	NA
Solyc07g041280.5	223.419240188243	-0.0322082917023465	0.385571773673675	-0.083533842209118	0.933427069224493	0.999076998952386
Solyc07g041290.3	156.58180222014	0.285444358918876	0.361245333253723	0.790167602576039	0.429429893636151	0.97454718910968
Solyc07g041300.2	4.62253681659655	-1.30253830676789	1.60110986744301	-0.813522128152308	0.415918764598218	0.971324286938107
Solyc07g041310.3	5334.319915986	0.0394646451434252	0.180365003505814	0.218804337739239	0.826802467722526	0.999076998952386
Solyc07g041320.3	0	NA	NA	NA	NA	NA
Solyc07g041330.3	460.862272793881	-0.237144558955326	0.217422985886959	-1.09070601706583	0.275402262126098	0.93182175983816
Solyc07g041340.2	562.72800374272	-0.290358774959005	0.290887893493864	-0.998181022494598	0.3181915870757	0.948629143022603
Solyc07g041350.1	0	NA	NA	NA	NA	NA
Solyc07g041360.1	0	NA	NA	NA	NA	NA
Solyc07g041362.2	0.0980002152633473	0	4.85677794710338	0	1	NA
Solyc07g161470.1	0	NA	NA	NA	NA	NA
Solyc07g161480.1	0	NA	NA	NA	NA	NA
Solyc07g041370.2	0	NA	NA	NA	NA	NA
Solyc07g161490.1	0	NA	NA	NA	NA	NA
Solyc07g161500.1	0	NA	NA	NA	NA	NA
Solyc07g041430.3	1.00144900591364	-0.0772137841656777	3.10201335389553	-0.0248915060500021	0.980141502326821	NA
Solyc07g041440.3	3.26346168274963	-0.32994514310639	2.28094195562296	-0.144653020342324	0.88498483324979	0.999076998952386
Solyc07g041460.1	3.51313205895079	-3.23086082188887	2.20385765619864	-1.46600249467186	0.142647607233859	0.819041928000731
Solyc07g161510.1	0	NA	NA	NA	NA	NA
Solyc07g041470.3	0.0980002152633473	0	4.85677794710338	0	1	NA
Solyc07g041490.3	1813.28131675001	-0.170936609645483	0.240516872198434	-0.71070527436618	0.477266890557872	0.976653193216645
Solyc07g041500.3	45.0611173097296	-0.577212434658084	0.633186397730347	-0.911599549085545	0.361979559853354	0.96443089349208
Solyc07g041510.4	1407.25341302661	-0.0133102761062444	0.122952513468242	-0.108255420981551	0.913793083631507	0.999076998952386
Solyc07g161520.1	1.0347174840145	-0.181747168996487	3.05963404280052	-0.0594016037389007	0.952632235718112	NA
Solyc07g161550.1	0	NA	NA	NA	NA	NA
Solyc07g161530.1	0.563399604187675	1.72845606398044	3.71118826653836	0.465741951052425	0.641400220347797	NA
Solyc07g161560.1	0	NA	NA	NA	NA	NA
Solyc07g161540.1	0	NA	NA	NA	NA	NA
Solyc07g041555.1	1200.19272335927	0.776846435402589	0.462290875192055	1.68042779360474	0.0928741121671293	0.726810619485925
Solyc07g161580.1	0.119459870601534	0	4.85677794710338	0	1	NA
Solyc07g041623.2	0.430050697568797	0	4.85677794710338	0	1	NA
Solyc07g161570.1	0	NA	NA	NA	NA	NA
Solyc07g161590.1	0	NA	NA	NA	NA	NA
Solyc07g161600.1	0	NA	NA	NA	NA	NA
Solyc00g059505.2	0	NA	NA	NA	NA	NA
Solyc07g041640.4	21.8337193783111	0.714915085253538	1.01431815228392	0.704823317658055	0.480920195635538	0.976653193216645
Solyc07g041650.3	6.11537581299926	0.970394712298104	1.09716910655461	0.884453186387461	0.376451622722499	0.965312101298947
Solyc07g041660.5	2195.03909369212	-0.30602009852448	0.128489064244206	-2.3816820546133	0.0172337698192071	0.356243054268255
Solyc07g160450.1	0	NA	NA	NA	NA	NA
Solyc07g041720.1	0.110919134595364	0	4.85677794710338	0	1	NA
Solyc07g041730.4	145.635306848599	-0.19481947235714	0.356633777729464	-0.546273192622059	0.584878160568064	0.990178563446412
Solyc07g041740.1	5.63092865895082	2.64177880484084	1.35706119217317	1.9466909967489	0.0515717916516986	0.591778464171161
Solyc07g041750.3	997.140387977459	1.07146905472759	0.467260264681949	2.29308831868447	0.0218429207686939	0.395656325871404
Solyc07g041760.3	122.221003444322	0.356652695325513	0.326613351411255	1.09197218602504	0.274845326758969	0.93182175983816
Solyc07g041770.1	106.919341597554	-0.327628488058566	0.496675611984382	-0.659642793310472	0.509483085755339	0.979137903129254
Solyc07g041780.3	192.880087266503	-0.0417014355349819	0.302856244601196	-0.137693827610835	0.890482397786098	0.999076998952386
Solyc07g041790.1	0.171354906132806	-0.181745876116871	4.85677794710338	-0.0374210800033107	0.970149265028576	NA
Solyc07g160100.1	0	NA	NA	NA	NA	NA
Solyc07g041820.3	1.90527883517388	-1.1435396495069	2.9760458829854	-0.384247990276201	0.700794652212795	NA
Solyc07g041830.5	1593.39937619529	-0.577407784017051	0.357093501106938	-1.6169652548343	0.105885781132034	0.756535306559902
Solyc07g041835.1	7.88277953751811	-0.584974443749213	0.651863416364928	-0.897388055631782	0.369511883901966	0.965312101298947
Solyc07g041850.3	0.0980002152633473	0	4.85677794710338	0	1	NA
Solyc07g161610.1	0	NA	NA	NA	NA	NA
Solyc07g161620.1	0	NA	NA	NA	NA	NA
Solyc07g041860.1	0	NA	NA	NA	NA	NA
Solyc07g041870.3	1181.50535866856	0.0624697441583985	0.168755287125744	0.370179478358214	0.711248766118364	0.998851007774338
Solyc07g160220.1	0.11610744096402	1.67747050976429	4.82102929919509	0.347948623760564	0.727878767637166	NA
Solyc07g041880.1	0	NA	NA	NA	NA	NA
Solyc07g041890.1	0	NA	NA	NA	NA	NA
Solyc07g041900.4	4332.41296636432	-0.268786544441662	0.224388665800864	-1.19786150286307	0.230970939021552	0.908768180260735
Solyc07g041920.5	2.44531313731296	0	3.15537189405528	0	1	NA
Solyc07g041925.1	5.45699341683758	-0.402335286756994	0.909099954142742	-0.442564412112841	0.658080830652207	0.997075158114377
Solyc07g041930.3	787.807688054969	0.258059042349639	0.176008029406117	1.46617766939597	0.142599890484118	0.819041928000731
Solyc07g041940.3	1276.59031703417	0.00466922650420549	0.313902728481567	0.014874756032838	0.988132099462685	0.999816728329297
Solyc07g041970.5	2383.05721376048	0.101303546240904	0.318657929508098	0.317906873986419	0.750555578213173	0.999076998952386
Solyc07g041980.3	43.4270954253982	0.396528926215536	0.409955184107565	0.967249449665438	0.333419347400765	0.954626706041134
Solyc07g042000.4	296.252277160448	0.426378583875616	0.203661062369204	2.09356947722615	0.0362983489351093	0.514271926204854
Solyc07g042010.4	201.962433977777	-0.133941731862555	0.225526003836495	-0.593908150652385	0.552573547232736	0.988490266600906
Solyc07g042020.3	285.212029406121	-0.0335771477807508	0.196527196898702	-0.170852423026508	0.864339807416562	0.999076998952386
Solyc07g042025.1	190.427150433593	0.0546743574380078	0.207492326296048	0.263500623921865	0.792164742717594	0.999076998952386
Solyc07g042030.2	94.2040402988489	-0.265358977161436	0.613840276380259	-0.432293199667876	0.66552832902069	0.997075158114377
Solyc07g042080.4	488.564372093405	0.122793538237502	0.158647805583501	0.774000861757093	0.438930281647877	0.975385872995909
Solyc07g042090.4	7.74420125341845	0.659366499785829	0.780698659359275	0.844585157001519	0.398342499216379	0.967151982150322
Solyc07g042100.3	3.30067169570575	0.701503289198358	1.19978447529225	0.584691087145034	0.558755448123487	0.988541486363799
Solyc07g042105.1	0.0881137363125708	0	4.85677794710338	0	1	NA
Solyc07g042150.3	544.133704690147	0.157819370475905	0.214424294469429	0.736014409497826	0.461721928612411	0.976609225535318
Solyc07g042160.3	550.680105228339	0.0374522560427316	0.313686358481715	0.119393958423967	0.904963247538432	0.999076998952386
Solyc07g042170.3	2747.78451131769	0.511395583722347	0.539941915272639	0.947130736209138	0.343572164328284	0.958888149563907
Solyc07g042180.5	2645.06031739951	0.0030089755313843	0.0935551769063489	0.0321625764696737	0.974342400379578	0.99911743370685
Solyc07g042190.3	2317.63142181333	0.442146812315105	0.295209919166599	1.49773697836211	0.134201600347062	0.809161564078568
Solyc07g042200.1	0	NA	NA	NA	NA	NA
Solyc07g042220.2	4.76318721717999	0.351695172897214	1.43483651594212	0.245111668813565	0.806369968068605	0.999076998952386
Solyc07g042230.1	9.82212601524646	2.69922690785861	2.0756776146462	1.30040758199278	NA	NA
Solyc07g042250.3	2636.20928814471	0.264476285548513	0.265744744953221	0.995226775208926	0.319625982146262	0.948629143022603
